"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Entonces lo que vamos a tener que es reconfigurar la economía mexicana hacia las áreas de oportunidad. Bueno, una de las áreas de oportunidad más fuerte que se ven a futuro para México tiene que ver con lo farmacéutico y los dispositivos médicos."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Efectivamente cuando vemos los aranceles que se le estén imponiendo a China o a otros países respecto a estas industrias hablan de que a nosotros nos puede resultar de un gran potencial porque van a dejar de importar o se va a encarecer esos productos traerlos desde otro lado y esas son las áreas de oportunidad que México debe aprovechar. O sea, tenemos que jugar con la economía mundial, ver en dónde se está apretando y en dónde está aflojando. A lo mejor a nosotros nos van a apretar en la automotriz, pero nos van a aflojar en lo farmacéutico porque va a haber oportunidades. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Bueno, eso es lo que los queremos convocar en este punto a que discutamos juntos el sector económico y las universidades y que dialoguemos con pleno respeto a la autonomía de cada uno entendiendo claramente que las instituciones de educación superior no solo formamos personas para el empleo, nosotros formamos ciudadanos y seres humanos, pero seres humanos que lamentablemente tienen el mal hábito de comer después de estudiar, entonces también necesitan un salario y si no nos adaptamos y tienen el derecho digno a una a eh o legítimo de aspirar a un a una vida digna."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Entonces entendiendo que no es que la secretaría de educación ni las universidades nos vamos a adaptar en totalidad a un plan económico, entendiendo eso lo que yo creo que no podemos hacer es aislarlos de la economía. Entonces tenemos que sentarnos en la misma mesa y dialogar y aprovechar las oportunidades. Bueno, entonces ya fue el de la industria textil, vamos por la farmacéutica y les pedimos su colaboración para que podamos seguir haciendo este este trabajo que la presidenta nos pide que es el llamado Plan México y cómo desde las instituciones de educación superior aportamos y junto con la SECIHTI, este toda nuestra capacidad de investigación, toda nuestra oferta educativa la ponemos al servicio. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","El siguiente punto lo uno tantito a lo que sigue que es el punto cuatro que tiene que ver con esto. Yo he venido planteando que efectivamente para el Plan México por el modelo que tenemos y ahorita lo comentaba la secretaria Rosario Ruiz, nuestros títulos todavía tardamos mucho en aspirar a nuestros títulos de técnicos superiores, licenciaturas, maestrías y doctorados, y la economía se mueve un poquito más rápido que nuestras universidades, poquito como mil millones de veces más rápido."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Entonces el mundo económico va una velocidad que no es el nuestro. Entonces el tema que yo comentaba en la reunión con la secretaría de economía es que si nosotros planteamos porque en estos foros vamos a plantear nuevas ofertas educativas y replantear las vigentes, es parte de lo que queremos discutir en estos foros. Pero aún así eso no será suficiente, porque el sistema más eficiente que tenemos ahorita en tiempos es el de las tecnológicas que dirige Marlene y ahí para lograr una licenciatura son tres años cuatro meses porque tenemos un modelo cuatrimestral que eso hace muy eficiente en vez de dos semestres cubrimos tres calendarios en un año, eso eficientiza nuestro modelo, pero aún así tardamos tres años cuatro meses en lograr un título de técnico superior. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Si ahorita con las tecnológicas que es la que nos ofrece un título en menos tiempo, empezamos a trabajar un cambio de oferta educativa, pues si nos tardamos seis meses en diseñar el programa, que eso sería velocidad exprés para una institución. Yo les decía, okay, el primer graduado de un nuevo programa ahorita lo tendremos en cuatro años. Pues en cuatro años yo ya ni subsecretario soy a lo mejor, entonces hay que empezarlo a hacer hay que empezarlo a hacer, empezar a alinear."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Pero aún así el mercado y la economía se mueven más rápido a veces que solo pensar que títulos de ingenieros y de técnicos superiores y de maestros y de doctores es lo que va a resolver esta alineación, no, entonces eso nos lleva a pensar en que tenemos que tener certificaciones previas y que tenemos que pensar en constancias en certificados y en diplomas y no solo en ingenieros licenciados maestros y doctores, o sea necesitamos empezar a ofrecer y entramos al mundo también ya de las microcredenciales. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Cursos más cortos que nos permitan enfrentar de manera más eficiente las necesidades que se tienen en Sonora porque va a llegar una fábrica de la industria automotriz eléctrica, esa industria no puede esperar cinco años a que egresado entonces necesitamos tener un sistema de educación superior más flexible que siga dando títulos de doctores y con todo esto pero también certificaciones previas y eso es constancias certificados y diplomas que nos lleva a otra de las propuestas."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior",¿Cuál es la cuarta propuesta? Una estrategia nacional para la educación superior a lo largo de la vida y uno esta misma agenda.
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Lo que yo he venido planteando  con el secretario Mario Delgado y que coincidimos es con la secretaría también de ciencia y tecnología, es que este modelo de universidad pensado en de jóvenes de 18 a 23 años y no te vuelvo a ver en la vida, está verdaderamente caduco. O sea, las universidades que nos concibamos como que solo vamos a atender a los jóvenes cinco años y no los vamos a volver a ver en nuestra vida, perdón que se los diga, pero ese modelo de universidad eh está agonizando, va a morir y quien no haga algo va a morir, porque tenemos que empezar a replantear lo que el mundo está haciendo. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Las habilidades generales en cinco años se pierde el 50% el valor de lo que enseñamos de habilidades generales y las habilidades específicas el 100% en cinco años. Entonces ustedes pueden ver a cómo se mueve esto. Hace tres años el curso más rentable en sobre programación era el famoso llamado R. Yo no tengo esa idea, eso, pero es un lenguaje de programación, soy abogado y doctor en educación, pues me hablan de R, no entiendo. Pero lo que sí sé es que todo el mundo decía que R era lo mejor, o sea, todo el mundo tiene que saber R."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Tres años después ya nadie usa R y todo el mundo usa Python. Entonces murió R en menos de tres años de ser la panacea para que hoy la panacea sea Python. Y ese fenómeno se dio en dos años, tres años. Bueno, nosotros a veces nos tardamos 15 años en transformar un plan de estudio."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Entonces, pensar en el mundo de las microcredenciales desde las instituciones de educación superior, me parece obligatorio. O sea, me parece que tenemos que entrar porque además estas grandes plataformas que se ofrecen en el mercado que son las que están capacitando a lo largo de la vida, hoy hay 6,7 millones de mexicanos en Coursera y solo 5,4 millones en universidades. O sea, ya hay más gente actualizándose en una plataforma privada pero que tiene contenidos de universidades públicas, que lo que hay en universidades."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior",Entonces lo que queremos es proponerles empezar a trabajar una estrategia nacional para que la educación sea a lo largo de la vida.
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Concluyo, a los 28 años las habilidades generales de sus egresados están al 50%. Y a los 28 años las habilidades específicas se perdieron al 100%. O sea, sus egresados que hoy tienen 28 años ya requieren de ustedes otra vez. Y yo le pregunto a todas las instituciones de superior, ¿qué les estamos ofreciendo a los jóvenes de 28 años, de 33, de 38, de 43, de 48, de 53? absolutamente nada."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Yo tengo 46 años, cambió todo el sistema de justicia adversarial en México, estudié en el plan 23 de la Universidad de Guadalajara, allá va en el 25 y nunca la Universidad de Guadalajara me ha vuelto a invitarme a actualizarme. Nunca me ha vuelto a ofrecer nada."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","¿En dónde se actualiza un abogado de 46 años que lo que le enseñó ya no le sirve? No sé, afortunadamente me dieron chamba en educación porque si fuera de abogado me estaría muriendo de hambre porque mi universidad nunca se ha vuelto a preocupar por mí. Bueno, necesitamos entrar a un modelo de actualización para toda la vida y empezar a ofrecer ofertas educativas y ahí sí la educación en línea es la gran apuesta que debemos hacer, porque la educación en línea en jóvenes de 15 años o en jóvenes de 20 años al 100% yo tengo mis reservas."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Porque la escuela no solo ofrece créditos académicos y no solo es un espacio académico. También es un espacio de socialización imprescindible en la vida de un ser humano. Entonces la educación online al 100% en jóvenes de 18 a 23 años, yo no estoy tan de acuerdo. Si se puede, si es la única alternativa hay que hacerlo, pero un joven de 18 a 23 años necesita socializar. Entonces en la escuela además de tomar clases, de peleas, haces novios, haces amigos, haces tu entorno social y ese valor de socialización de las universidades también no lo podemos perder."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Pero la educación online en gente que ya trabaja después de 23 años, que ya está casado, que ya tiene su vida, por Dios, eso es lo que hay que hacer. Y ahí si alguien no terminó su carrera hay que ofrecerle la Universidad Abierta y a Distancia de México para que le digamos, ya estás trabajando, ya tienes familia, ya tienes algo, te sigo ofreciendo educación, quieres tu título."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Pero también a los 46 años un pobre abogado como yo que estudió en el plan de estudios 23 cuando todavía los juicios no eran orales, no sean gachos, ofrézcanme algo porque después de esta chamba no tengo nada que hacer. Entonces eso es el cuarto punto que queremos decirles."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","El quinto es la revisión e instrumentación de una de la estrategia para el impulso de la investigación científica, humanista y el desarrollo tecnológico y la innovación en las instituciones de educación superior. Según lo que marca la Ley General de Educación Superior, el impulso de la investigación científica, humanística, tecnológica y la innovación tecnológica, así como la difusión de la información para impulsar el conocimiento constituye uno de los criterios para elaborar la política en materia de educación superior. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Y aquí es donde nos unimos con el mundo de Rosaura y de la secretaría de innovación, tenemos que unir esos dos mundos para poder juntos hacerlo."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Por ello nos da tanto gusto que la SECIHTI sea parte integrante de este consejo y que su titular nos haya acompañado el día de hoy porque el CONACES tiene un rol estratégico para la efectiva articulación de la política científica, tecnológica e innovación al ser una instancia articuladora. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Entonces pues pedirles a todos que el quinto punto del plan sea como con esta nueva reingeniería que se le hizo a la administración pública federal en donde se crea una nueva secretaría que tiene a la ciencia, pero en la SEP se mantiene la subsecretaría la parte de la educación superior, que esa división que hay burocrática sea una mera barrera burocrática, pero yo lo que quisiera es que entre la SECIHTI y la SEP no haya una sola frontera ni una sola barrera que nos limite humana, política, geográfica, nada."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Tenemos que trabajar con la SECIHTI, todas las instituciones de educación superior, yo por lo menos desde la SEP, la instrucción que tengo de la presidenta de la República y del secretario Mario Delgado es trabajar con la secretaria Rosaura Ruiz como si fuéramos la misma secretaría. Tenemos que apoyarnos y hacer un trabajo conjunto por el bien de México. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Entonces el siguiente punto es cómo ponemos todas nuestras capacidades al servicio de la innovación, de la ciencia y de la tecnología y sin duda nuestras instituciones de educación superior son los que tienen al capital humano, a la mente más privilegiada que puede ayudarnos a estas tareas. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","El sexto punto es la definición del y la implementación del espacio común que establece la Ley General de Educación Superior. Y ahí sí lo que decía también Rosaura, ECOS y ECOES no son sinónimos, la red de ECOS es una cosa y justo ahorita me entretuve tantito más con Rosaura porque le decía Rosaura hay que cambiarle el nombre a ECOES."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","El espacio común que nosotros queremos en ECOES es un espacio que hable de un espacio común para la flexibilidad educativa. Entonces pongámosle EXFLES si quieren, ¿no? No sé, o sea, si alguien encuentra un nombre más feo de todos los nombres que tenemos aquí son horribles, CONACES, SEAES, llevo un mes y medio aprendiéndome nombres raros que todos dicen lo mismo, ¿no?"
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Entonces, pero bueno, no, a ver, sí distingamos. No es lo mismo ECOS que ECOES y se confunde mucho. Entonces yo sí propondría que hagamos una propuesta de cambiarle el nombre a ECOES, o sea, ¿por qué? Porque no nos podemos confundir. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Lo que queremos es un espacio común como lo establece la ley, pero lo que queremos es ese espacio común en donde podamos eh tener los lineamientos para la creación de un espacio común de educación superior y bueno, al final se designó como coordinadora a la SECIHTI, ya que tiene como punto de partida el modelo de la red de ecos, pero sí son dos objetivos totalmente diferentes."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","El séptimo punto es que continuemos en este año con la implementación del sistema de evaluación y acreditación de la educación superior, de la SEAES y bueno, pues con esta línea de acción plasmada en el en el plan 2025-2026 se busca por una parte seguir propiciando la reflexión sobre el tipo de evaluación que requieren las instituciones de educación superior para que esta sea una herramienta real de mejora continua y generación de evidencia para la toma de decisiones."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Pero también por otro lado lo que queremos es seguir fortaleciendo la participación de todas las instituciones en los procesos de evaluación, la idea y el gran cambio de paradigma es que hemos intentado que estos procesos no sean punitivos, sino que más bien al contrario, lo que estamos intentando desde el SEAES es generar capacidades en las propias instituciones de autoevaluación para que entre nosotros mismos sea una cultura la autoevaluación en comunidad con un espíritu autocrítico que nos lleve a la mejora continua. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Eso tampoco rechaza porque a veces siento que hay mucha confusión que hay organismos acreditadores que la misma SEAES va a validar para que ojos externos entre pares como lo hemos hecho toda la vida también vengan a eso, también se vale. Porque yo siento o he escuchado como mucha confusión entre si el SEAES niega la posibilidad de la acreditación de un externo, es que son compatibles. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Nosotros aspiramos a que todo el mundo entre a SEAES a formarse y generar capacidades de autoevaluación con una nueva visión de la evaluación que tiene que ver más con la autocrítica. Digamos, las instituciones de educación superior somos el ente crítico del país, en las universidades es donde está la mente que debe criticar todo, gobierno, realidades, ciencia, todo y no tener la capacidad de autocrítica es lamentable. La primera crítica por la que debemos de empezar si queremos ser los entes críticos de la humanidad, de lo que sucede en el planeta, de todo, pues debemos ser los entes más autocríticos."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Y el SEAES, yo creo que su gran trabajo, su gran aporte va a ser fomentar ese espíritu de la autoevaluación que entre pares nos podamos decir las cosas y que nos podamos juntos ir mejorando y yo justo estuve en una reunión con CUPIA y a veces soy hasta provocador con los rectores para que se enojen y me digan las cosas, quiero que empecemos un diálogo más franco. Yo me quejaba mucho en la ANUIES en mi época, de que no nos decíamos las cosas, o sea, veníamos a las unanimidades, 70 años de unanimidades pueden ser hasta sospechosas."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Hay que decirnos las cosas y yo creo que el SEAES es esa parte. Pero también hoy que nos presente al final José, cómo van los avances, iremos viendo que ya también el propio SEAES está reconociendo qué organismos acreditadores ya están digamos autorizados por la misma SEAES para seguir con el modelo de acreditación."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Digamos que entrar a SEAES no te acredita ni te certifica. Entrar a SEAES te ayuda a entrar a un sistema donde te vamos a reeducar a todos a una nueva forma de entender la evaluación como un proceso comunitario y casi autocrítico, pero FIMPES y CIIES y otros organismos que también han sido muy útiles para la mejora de la educación están siendo certificados por el propio SEAES y son parte del SEAES y seguirá entonces. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Son de las confusiones que yo he detectado en este mes y medio que hay en el tema de SEAES y que hoy trataremos de ir clarificando que son dos cosas que son compatibles y además la propia Ley General de Educación Superior las considera o sea los organismos acreditadores los considera la propia Ley General, por lo tanto SEAES no puede negar la existencia de los acreditadores, pero sí teníamos que también, y hay que hablarlo con claridad, revisar esos acreditadores que en muchas ocasiones ya más bien era una empresa que vendía papelillos que supuestamente te acreditaban. Entonces también había que poner orden nuestro esquema de acreditación y tratar de irnos a ser serios en las acreditaciones y no ver las acreditaciones externas como una empresa un negocio que simplemente vendía certificaciones de que estabas bien. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","O sea, perdón que lo diga como un ejemplo, pero es como cuando ponemos los sistemas de los carros para validar que no contaminan y en Jalisco, no sé en otros lados, quien daba la calcomanía de la certificación era el taller que afinaba. Entonces lo que terminamos haciendo es un efecto totalmente contrario porque lo que lo que cobraban era la calcomanía y no le cambiaban las bujías. O sea, era más barato para los talleres certificarte y no hacerte la afinación. Entonces te cerraban la afinación, contaminábamos más y vendíamos cuadritos. No, eso no sirve de nada. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","O sea, no queremos instituciones de educación superior que tengan un certificado de que tienen calidad y en la realidad pues no haya baños y papel en las escuelas. Pues no, no se trata de acreditarnos por papelitos, se trata de mejorar. Y ese es el espíritu de SEAES."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Bueno, el siguiente punto es el acompañamiento de la operación y fortalecimiento de COEPES, también en la línea del programa de trabajo CONACES es relevante y tiene que ver con la esencia misma del de este órgano de COEPES, ya que poco serviría que en esta mesa reflexionando y deliberando si ello no tiene impacto en las dinámicas de las comisiones estatales para la planeación de la educación superior, pues seguiría quedándose en un órgano que no baja a los órganos de planeación de los estados. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Entonces, obviamente siempre en el marco del pacto federal con base a las atribuciones que corresponden a cada ámbito de gobierno, respetando plenamente eso, sí creemos que es indispensable que mejoremos las correas de transmisión entre el CONACES y las COEPES, para que la política de educación superior, pues logre coherencia, congruencia y nos bajemos hasta el aula. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","O sea, de nada sirve que aquí platiquemos una cosa que no baja a COEPES, y si de COEPES no baja al salón y transforma la realidad del alumno, pues todo esto que estamos haciendo aquí se llama perder el tiempo. Si lo que aquí hacemos no cambia lo que sucede en el aula, estamos perdiendo el tiempo.  Entonces, primer hilo conductor, CONACES-COEPES, si eso está desvinculado, andamos medio mal. Entonces, hay que hacerlo."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior",Ahí hay tres puntos concretos: la armonización de normatividades estatales para su correspondencia con la Ley General de Educación Superior.
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Tenemos que revisar en todos los estados que la Ley General de Educación Superior esté armonizada con las leyes de los estados, porque si no, pues estamos desalineado y y no estamos logrando lo mismo. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Segundo, el seguimiento de los trabajos del espacio de deliberación de las comisiones estatales para la planeación de la educación superior conocido como ESCOEPES. Vayan anotándolo, yo me los estoy aprendiendo todos, pero este se llama ESCOPES, o sea, tenemos otros, no solo el COEPES, que requiere ser relanzado. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Entonces, al COEPES lo tenemos, hay que vincularnos, al ESCOPES, hay que relanzarlo, Tenemos que hacer eso, bueno..."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Y el tercero es la realización de talleres y otras acciones para el fortalecimiento de las COEPES en temas como la planeación estratégica, los mecanismos de vinculación entre las instituciones de educación superior y los sectores productivos, la contribución de la educación superior a los objetivos de desarrollo sustentable, por ejemplo, entre otros. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Entonces, ponemos estos tres puntos como claves de una primera agenda que tenemos que hacer para armonizar más la CONACES con los COEPES. Si ni siquiera las leyes, los estados se han actualizado nuestra Ley General de Educación Superior, pues ¿qué podemos esperar de lo demás? Entonces, hay que ir armonizando lo que vemos. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Bueno, el punto nueve es la participación de las instituciones de educación superior en los objetivos de desarrollo sostenible y precisamente bueno pues en lo que respecta a los ODS consideramos que es fundamental seguir visibilizando el impacto que podemos tener nosotros."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Ciertamente el mundo parece cada vez más convulso, los conflictos se ciernen en varias regiones del planeta, pero ello no debe conducir a que las grandes agendas globales para el desarrollo como la agenda 2030 sean eclipsadas o dejadas de lado; por el contrario, en este mundo donde los acuerdos internacionales, la ONU y todo eso empieza a desmontarse, y esta reciente paz que los humanos llevamos apenas 60 años, 70 años viviendo, parece que se empieza a desmoronar; pues es al contrario, es cuando las instituciones de educación superior debemos sacar lo mejor de nosotros para demostrar que desde la educación, o que las universidades, somos el ente más civilizatorio que ha inventado el ser humano."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","O sea, yo lo he dicho en algunas conferencias, o sea, es que a veces a los seres humanos se nos olvida que esta falsa paz que hemos vivido estos 80 años es muy reciente. O sea, los seres humanos hemos vivido miles de años en guerra, matándonos; yo creo que lo seguimos haciendo, pero en algunos lugares del planeta dejamos de matarnos, logramos cierta paz, en otros no, en otros siguieron matándose y siguen matándose. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Esa cierta paz que se logró construir para que los seres humanos saliéramos de nuestro estado natural para vestirnos así hasta con corbatas, inventamos corbatas, qué geniales somos. Todo ese proceso eh civilizatorio para mi gusto la institución más importante de este proceso civilizatorio es la universidad. O sea, las universidades son las que han logrado armonizar que los seres humanos podamos con la razón, porque la guerra es el fracaso de la política y para mí la guerra es el fracaso de la inteligencia."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Por lo tanto, lo voy a decir en dos palabras, la guerra es sinónimo de estupidez. Bueno, los seres humanos siguen siendo estúpidos porque nos seguimos matando. Bueno, yo creo que ese proceso que nos ha sacado de la estupidez para llevarnos a niveles de razonamiento y de entendimiento y de usar la ciencia como una herramienta para tener debates más objetivos y racionales se ha dado en las universidades."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Entonces yo creo que hoy todas esas agendas mundiales que se han puesto en los objetivos de desarrollo sostenible, las universidades tenemos que tomarlas con mucho más énfasis porque es puro discurso. O sea, verdaderamente es puro discurso, o sea el modelo económico sigue siendo el de la obsolescencia programada."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Sigue siendo el de que las cosas se echen a perder adrede para que compres otro. Entonces seguimos bajo un modelo económico que está transformando al planeta en basura, calentándolo hasta que nos incendiemos y explotemos. Entonces eso no se está discutiendo en las universidades. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","La economía la mandamos en muchas universidades, por lo menos en la mía, al Centro Universitario de Ciencias Económico Administrativas y la economía dejó de ser una ciencia social. Entonces ahora parece que la economía es más una ciencia exacta que una ciencia social. Bueno, yo esperaría que pronto los economistas agarren la obsolescencia programada, hagan trabajos multidisciplinares y empiecen a discutir sobre eso de si estaría bien o está mal que Apple decida que cada seis años se dejan de poder usar estos."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Yo ahorita tengo un iPhone 7 que ando vendiendo, si alguien lo quiere. Este no, le funciona todo, la batería, la pantalla, o sea la materia que se usó para construir funciona todo. No más ya no ya no tiene WhatsApp. O sea, ya Apple no me deja descargar el WhatsApp, pero el aparato funciona. Las actualizaciones dicen que ya no funciona."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Bueno, no deberíamos de estar discutiendo el derecho si deberíamos de prohibir la obsolescencia programada y la economía calcular el daño al planeta que le hace que una compañía puede echar a perder algo que costó plata, zinc, materia y que está calentando el planeta."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Bueno, eso es el verdadero debate que debemos de dar para qué aportamos a los objetivos de desarrollo sostenible desde las universidades."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Entonces perdón que me haya alargado pero el noveno punto es salvemos al planeta, intentémoslo, pero tenemos que discutir las cosas concretas de verdad. O sea, yo espero que pronto hagamos un equipo multidisciplinar si me da la vida lo voy a convocar como subsecretario y vamos a poner al centro la obsolescencia programada, y convocar a abogados, a médicos, a economistas a todo el mundo a hablar del fenómeno. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","En Estados Unidos hay un foco que lleva 90 años prendido y cuál es el truco que no tiene oxígeno, está al vacío al 100%. Hemos inventado ponerle tantito oxígeno a los focos para que se fundan. Entonces todos los focos podrían durar toda la vida hasta que se quiebren, pero no venderíamos focos. Bueno, ¿quién está discutiendo eso? Yo espero que lo hagamos nosotros, porque está nos estamos suicidando."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior",Y el último punto es el fortalecimiento del Plan de Acción para la Igualdad de Género e impulso a las estrategias nacionales de cultura de paz y vida saludable en las instituciones de educación superior.
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","La educación como proceso civilizatorio como lo he dicho nos lleva por una parte a hacer que las instituciones de educación superior seamos espacios libres de violencia donde prive la igualdad sustantiva y el respeto a la diversidad, espacios donde se promueva y se practiquen las formas de vida saludable y respetuosas con el medio ambiente y por otra nos lleva a difundir esos valores humanos y esos imperativos éticos fuera de las propias comunidades universitarias, es decir, tenemos la responsabilidad de ser agentes de transformación social, tenemos la obligación de que nuestras actividades no se queden dentro de las aulas."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Una universidad que no transforma su entorno, yo no podría llamarla universidad. Entonces la educación, la cultura y el deporte son vitales para construir una cultura de paz que también implica invariablemente alcanzar la igualdad sustantiva en la sociedad mexicana."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Y si vemos los discursos que se empiezan a imperar en muchos líderes mundiales son totalmente regresivos a toda esta agenda que tanto ha costado construir de la diversidad y de la agenda de género, que ya empezamos a ver señales de regresión, casi ya de prohibición de usar esas agendas, esos temas que ya tanto trabajo ha costado y yo creo que las universidades tenemos que resistir los embates del poder ante la regresión de agendas civilizatorias como las que tanto trabajo ha costado. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Y estamos viendo en el primer mundo lo que está viviendo Harvard, qué bueno que hay universidades resistiendo y que seguir resistiendo que no haya regresiones sociales."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Entonces en todas estas agendas cuando tenemos que hablar de vida saludable, pues ojalá y no nos entremos en debatir jurídicamente y nos vayamos a juicios estériles, sino que nos pongamos todos a ver cómo promovemos en mayores de edad eh hábitos de vida sana, y cómo promovemos en nuestras instituciones el respeto a la diversidad. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Yo estoy convencido que la sexualidad de las personas no debe ser del ámbito público en ningún motivo hasta que le afecte a otro. O sea, nadie deberíamos de regular la sexualidad de nadie mientras no la haga pública, o sea, mientras en un espacio público no se ponga a hacer nada, lo que él haga es su problema. Bueno, empieza a haber agendas muy regresivas y yo creo que tenemos que hacer. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Y bueno, yo aprovecho para felicitar y agradecer a todos ustedes la invitación que nos hizo Abraham Carro, este que por aquí andaba, ya no sé si siga Abraham. Bueno, aquí andaba el director del Instituto Mexicano de la Juventud, para convocar una jornada nacional de tequios por la paz y contra las adicciones y bueno para que veamos lo que podemos hacer como país si nos organizamos y el valor que tienen nuestras instituciones."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Cuando Abraham me buscó, el objetivo que le pidió la presidenta de la República era realizar una jornada de cien tequios. Yo le dije, Abraham, creo que si invitamos a todas las instituciones sin distinción, normales, TKNM, tecnológicas, politécnicas, autónomas y demás, y nos ponemos a promover, como parte de esta cultura de prevención, que el tema de las metanfetaminas es un tema que debemos abordar pronto y que me están pidiendo desde la presidencia de la República que ya lo incluyamos en la educación superior, porque el tema de las adicciones ya se abordó en la educación básica y media, pero el mayor consumo, según los indicadores de la secretaría de salud, el verdadero problema de adicciones a metanfetaminas lo tenemos con nuestros estudiantes, no se encuentra en los estudiantes de media."
