"Dra. María José Rhi Sausi Garavito, directora del Sistema de Acreditación y Evaluación de la Educación Superior","Bien, en el ciclo para la integralidad de la mejora continua planteamos como un proceso voluntario los laboratorios de coevaluación, la siguiente, por favor. Y resultaron ser un ejercicio realmente muy valioso que quisiéramos, con la venia que todavía no tenemos porque ni siquiera se lo he planteado, pero me atreveré aquí a comprometerlo a nuestro coordinador ejecutivo que nos autorice a poder escalar este ejercicio, fueron 24 instituciones de educación superior que participaron en el laboratorio de coevaluación, nos gustaría escalarlo a 50 para que en el 25 fueran 100 y a partir de 26 pudiera ser un proceso ordinario del SEAES, o sea que ya fuera integrado a las convocatorias formales del SEAES. La siguiente, por favor."
"Dra. María José Rhi Sausi Garavito, directora del Sistema de Acreditación y Evaluación de la Educación Superior","Entonces bueno, con esos propósitos tanto diagnósticos como formativos, logramos un diálogo muy profundo, reuniones de trabajo sumamente enriquecedoras con los equipos de pares designados para este laboratorio y con los equipos de las instituciones que ya con su retroalimentación en mano hicieron todo un ejercicio analítico crítico que les permitió llegar a la conformación de un plan de mejora ya desde este enfoque, que vimos el cambio en esa tabla muy sintética. La siguiente."
"Dra. María José Rhi Sausi Garavito, directora del Sistema de Acreditación y Evaluación de la Educación Superior","Estas son las etapas de los laboratorios, los arrancamos en marzo y estamos en el último día de junio cerraremos esta experiencia, esta primera experiencia con unos informes de los laboratorios que también esperamos tener la oportunidad de poder presentárselos en su momento. La siguiente, por favor."
"Dra. María José Rhi Sausi Garavito, directora del Sistema de Acreditación y Evaluación de la Educación Superior","Participaron 24 instituciones a invitación expresa de la coordinación ejecutiva para cuidar los equilibrios que ven ustedes en pantalla de los subsistemas, también de las entidades. Participaron 94 pares del REPEV, tuvimos tres talleres con la participación de 410 pares y las etapas que en total en términos de tiempo de reuniones fueron entre 9 y 12 horas de trabajo con cada una de las IES para llegar al cierre de esta fase de los laboratorios. La siguiente, por favor."
"Dra. María José Rhi Sausi Garavito, directora del Sistema de Acreditación y Evaluación de la Educación Superior","Bien, estamos ahora en, ya mañana es el último día que tenemos como dirección del SEAES para enviar las retroalimentaciones que los pares hicieron sobre los reportes de evaluación de sistemas estatales de las entidades federativas que nos dieron su voto de confianza y su entusiasmo para participar en un ejercicio, en un año que estamos llenos de mil cosas, además se dieron el tiempo en las COEPES y en el seno de sus comités de mejora continua integral de participar en ella, la siguiente."
"Dra. María José Rhi Sausi Garavito, directora del Sistema de Acreditación y Evaluación de la Educación Superior","Aquí pueden ver, es como un mapita, arrancamos el martes pasado con la fase tres de evaluación de subsistemas y estamos por cerrar la evaluación de sistemas estatales. La siguiente."
"Dra. María José Rhi Sausi Garavito, directora del Sistema de Acreditación y Evaluación de la Educación Superior","Entonces las entidades participantes, no es con ningún fin de acusar porque esta no fue una convocatoria, fue una invitación que la coordinación ejecutiva extendió en el marco de la soberanía de las entidades para este, simplemente pues para decirles, ojalá se animen a participar en este primer ejercicio de evaluación de sistemas estatales, pero pues estaban por supuesto en toda libertad esas tres entidades, celebramos mucho que 29, insisto, nos hayan levantado la mano y hayan dicho: ""pues vamos, vamos con este gran, gran experimento"". La siguiente, por favor."
"Dra. María José Rhi Sausi Garavito, directora del Sistema de Acreditación y Evaluación de la Educación Superior","Hicimos, como siempre, y con apoyo tanto de ANUIES como de las instituciones sede, las COEPES de las regiones. Realmente ha sido un trabajo colaborativo desde lo logístico hasta lo más conceptual y denso. Realmente ha sido una experiencia muy bonita de construcción. Entonces, bueno, estos fueron los talleres de acompañamiento y formación continua para esta evaluación inédita en el país. La siguiente."
"Dra. María José Rhi Sausi Garavito, directora del Sistema de Acreditación y Evaluación de la Educación Superior","Los principales aprendizajes, y creo que hay mucho que aprender de esta experiencia, ya el señor subsecretario tiene un primer condensado que todavía no tiene elementos de análisis, pero sí, se puede ver incluso en un documento muy sintético, pues lo que ya sabemos, pero que se vea con todas sus letras es muy interesante la diversidad, la heterogeneidad y por supuesto también pues la dolorosa desigualdad, que tampoco vamos a estar aquí obviando o disfrazando de palabras elegantes cosas que claro que son dolorosas de ver. "
"Dra. María José Rhi Sausi Garavito, directora del Sistema de Acreditación y Evaluación de la Educación Superior","Pero por supuesto nuestro total reconocimiento a las COEPES que emprendieron este trabajo que no fue fácil que tenía como insumo los reportes de autoevaluación institucional, pero que no se ceñía a ellos, o sea, que implicaba un trabajo muy fuerte de parte de los comités de mejora y bueno, pues sí creemos que hay que seguir trabajando en la sistematización, hay que seguir trabajando en bajar los procesos de las COEPES realmente a las comunidades institucionales para adueñarnos entre todas y todos de estos procesos y no verlos, insisto, como esta mirada ajena la importancia de seguir articulando. "
"Dra. María José Rhi Sausi Garavito, directora del Sistema de Acreditación y Evaluación de la Educación Superior","Además de todo el trabajo que se ha hecho eh desde las COEPES y todos los esfuerzos de articulación regional, nacional que hemos realizado entre todos y con ases es justamente un ejemplo fantástico de ello, pues tenemos que seguir trabajando en una participación más reflexiva y deliberativa, hay capacidades y enfoques muy diversos; entidades que están súper abiertas al cambio de paradigma, propositivas, etcétera, y otras, y también lo entendemos muy bien, pues defendiendo con trabajo, o sea, no con necedad, sino defendiendo con fundamentos, etcétera. un enfoque anterior y aun así, abriendo esa posibilidad de hacerse preguntas desde un lugar distinto; entonces también, pues eso ha sido muy valioso. La siguiente, por favor. "
"Dra. María José Rhi Sausi Garavito, directora del Sistema de Acreditación y Evaluación de la Educación Superior","Bien, entonces vamos en ese punto del calendario. Si se fijan, tenemos en la dirección hasta mañana para enviarlas ya. solo nos falta de revisar dos; hacemos en la dirección un análisis de consistencia técnica, porque tenemos que honrar el esfuerzo de las entidades y les queremos pasar unas retroalimentaciones igual de pulcras que sus reportes; pero bueno, mañana las tendrán. La siguiente, por favor."
"Dra. María José Rhi Sausi Garavito, directora del Sistema de Acreditación y Evaluación de la Educación Superior","También que sepan que esas retroalimentaciones se respaldaron de un taller para los posibles pares que las retroalimentarían, que se hicieron 29 equipos de pares, cada uno con cinco integrantes, un coordinador de equipo de pares, porque la retroalimentación de los reportes estatales requirió tal vez un esfuerzo todavía más complejo que el de retroalimentación de autoevaluaciones institucionales. La siguiente. "
"Dra. María José Rhi Sausi Garavito, directora del Sistema de Acreditación y Evaluación de la Educación Superior",Y es todo por ahora. Muchísimas gracias por su atención.
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Muchas gracias, María José, se abre el espacio para comentarios y discusión. Adelante por favor. "
María Luisa Flores del Valle de Alpes,"Buenos días a todos, me da muchísimo gusto estar aquí. María Luisa Flores del Valle de Alpes. Majo como siempre, qué trabajo. Creo que se ha hecho lo que quizá en muchos años anteriores no se había avanzado. Felicidades Majo por todo tu trabajo, por todo tu esfuerzo, a todo tu equipo también y a mí me gustaría y bueno también saludo con mucho gusto también el trabajo de mi subsecretario que también es de aplaudirse."
María Luisa Flores del Valle de Alpes,"Y yo quisiera saber cómo los instrumentos o los procesos, las instituciones acreditadoras pueden ayudar y colaborar con estos laboratorios que acabas de mencionar y que seguramente aprobará el subsecretario porque siempre ha estado a favor de todas estas cosas nuevas que puedan ayudar a las instituciones y sobre todo a la educación superior."
María Luisa Flores del Valle de Alpes,"Entonces sí me gustaría que nos tomaran en cuenta, sí me gustaría que pudiéramos participar y que pudiéramos aportar del modo en que se necesite o se pueda trabajar para sumar, sobre todo para sumar más. Muchas gracias. Gracias. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Muchas gracias. Vamos a tomar varias para ¿no? que se amplíe el diálogo. ¿Alguien más? Sí, por favor. Las dos. ¿Quién? Tú estabas primero. Adelante, adelante. Adelante Ofelia, por favor. "
"Dra. Ofelia Angulo Guerrero, secretaria de Educación, Ciencia, Tecnología e Innovación de la Ciudad de México. ","Gracias, muy buenos días a todas y a todos, eh subsecretario, gracias por la invitación. Secretario general ejecutivo de la ANUIES, muchas gracias por la anfitriónía y yo tomé aquí algunas notas, subsecretario, de su intervención que me gustaría comentar y por supuesto también de la presentación de María José a quien felicito enormemente por este gran esfuerzo para de manera muy ejecutiva presentar los hallazgos de las evaluaciones institucionales y la evaluación estatal."
"Dra. Ofelia Angulo Guerrero, secretaria de Educación, Ciencia, Tecnología e Innovación de la Ciudad de México. ","Algo que me llamó mucho la atención, señor subsecretario, fue esta palabra de sintonizar las investigaciones financiadas por un lado en un porcentaje de más del 40% hacia las instituciones de educación superior y por otro lado en poco más del 50% por el Consejo Nacional de Humanidades, Ciencias, Tecnología e Innovación. Es una buena noticia para nuestros oídos porque ciertamente esa armonización, la importancia de no duplicar esfuerzos, de coordinarse, de trabajar de manera colaborativa las instituciones de educación superior que ciertamente, junto con los centros de investigación, son donde se realiza la investigación y, por otro lado, los proyectos financiados por la cabeza de sector en materia científica, tecnológica y de innovación."
"Dra. Ofelia Angulo Guerrero, secretaria de Educación, Ciencia, Tecnología e Innovación de la Ciudad de México. ","Me gustaría escuchar un poco más sobre qué tienen en mente para esta sintonización. Por otro lado, el enfoque que dio al tema de semiconductores es de muy alto nivel, porque tiene una visión más allá del tema de cadenas de valor y semiconductores, sino de provisión de materiales y el potencial que tenemos en nuestro país para contribuir de manera importante en este sector. "
"Dra. Ofelia Angulo Guerrero, secretaria de Educación, Ciencia, Tecnología e Innovación de la Ciudad de México. ","En ese sentido, quisiera recomendar, de la manera más amable, que, así como el Cinvestav, y saludo con mucho gusto a su director general, participa de manera importante, el Tecnológico Nacional de México también lo haga en esta temática, incluir y considerar a los centros públicos de investigación coordinados por el CONAHCYT porque tienen un gran avance en esta materia, uno de los pioneros en el país que reconoce y tiene un aporte en la generación de conocimiento innovador en materia de semiconductores es el INAOE, pero no es el único. "
"Dra. Ofelia Angulo Guerrero, secretaria de Educación, Ciencia, Tecnología e Innovación de la Ciudad de México. ","Hay otros centros de investigación públicos que pudieran también aportar información y sobre todo conocimiento importante en la materia y lo menciono para que este modelo de colaboración interinstitucional que hemos impulsado en el seno de la red de ecos de educación, ciencia, tecnología e innovación de la Ciudad de México, pues nos permite seguir buscando dónde están esas capacidades en temas específicos como este de semiconductores para que como país podamos avanzar más rápidamente en esta temática. Entonces, sumar lo que se ha hecho con otros actores, creo que le agregaría mucho valor."
"Dra. Ofelia Angulo Guerrero, secretaria de Educación, Ciencia, Tecnología e Innovación de la Ciudad de México. ","Y un último tema que eh tomé nota de su intervención es este importantísimo tema de las escuelas saludables que veremos más tarde y que ahí habrá quizá posibilidad de comentar más ampliamente, pero me adelanto para decir que pues efectivamente esta pandemia de la obesidad, de la hipertensión y de la diabetes son pandemias, eso es porque afecta a un porcentaje de la población, por ejemplo, en materia de peso, pues el eh tres de cada cuatro personas en el país tienen un problema de peso, de exceso de peso en cualquiera de sus de sus niveles. "
"Dra. Ofelia Angulo Guerrero, secretaria de Educación, Ciencia, Tecnología e Innovación de la Ciudad de México. ","Y empezar o sea la secretaría de educación pública, la maestra Leticia Ramírez Amaya lo ha impulsado mucho con el tema de adicciones, pero también que con el tema de la venta de productos alrededor de las escuelas, llevarlo a media superior es fundamental y traerlo a educación superior, pues también tiene que ser una atención integral porque no parece a ver en el mundo estrategia que contrarreste un poco que como se dice que cambie la tendencia que veamos un poco de inclinación a la baja. Al contrario, a los años van y los años nos hacen ver que esto va al alza y nada parece detenerlo."
"Dra. Ofelia Angulo Guerrero, secretaria de Educación, Ciencia, Tecnología e Innovación de la Ciudad de México. ",Entonces desde la educación habrá hay una esperanza de que podamos finalmente encontrar la manera en la que podamos cambiar la tendencia y con ese cambio de tendencia pues continuar.
"Dra. Ofelia Angulo Guerrero, secretaria de Educación, Ciencia, Tecnología e Innovación de la Ciudad de México. ","Y en ese sentido yo quería compartir que el Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán ha hecho un trabajo extraordinario para identificar un programa de atención integral a la diabetes que valdría la pena echarle una mirada, echar un ojo. Desde la Ciudad de México nosotros abrevamos de esa experiencia del Instituto Nacional de Nutrición y creamos el programa salud en tu vida, salud para el bienestar."
"Dra. Ofelia Angulo Guerrero, secretaria de Educación, Ciencia, Tecnología e Innovación de la Ciudad de México. ","Es un programa que no solo atiende temas muy conocidos por todas y todos porque nadie desconoce la importancia de una alimentación sana, la importancia de la actividad física, pero que también incluye el papel fundamental que juega la salud mental en la adopción de estilos de vida saludables. Y eso es lo que contiene este programa: salud en tu vida, salud para el bienestar, que también valdría la pena echar un vistazo."
"Dra. Ofelia Angulo Guerrero, secretaria de Educación, Ciencia, Tecnología e Innovación de la Ciudad de México. ","Y en términos de la presentación que amablemente nos hizo María José, celebro muchísimo el programa de evaluación institucional y todos los aprendizajes que se derivan para beneficio de las instituciones; eso habrá que traducirlo en programas institucionales de mejora continua y dar seguimiento a eso. Que las instituciones verdaderamente demos acción, demos paso a acciones sobre los resultados y, desde luego, estamos a la espera de la retroalimentación que se envió sobre la evaluación a tal.  "
"Dra. Ofelia Angulo Guerrero, secretaria de Educación, Ciencia, Tecnología e Innovación de la Ciudad de México. ","Y estamos muy ansiosas de conocer la retroalimentación de pares que nos den para efectivamente tomar decisiones, tomar acuerdos en el seno del de la comisión de mejora continua integral y dialogarlo con las instituciones que participaron en este. "
"Dra. Ofelia Angulo Guerrero, secretaria de Educación, Ciencia, Tecnología e Innovación de la Ciudad de México. ","Y finalmente una noticia muy un corolario y lo que saco yo de esta evaluación estatal y de los hallazgos que vimos aquí en la presentación es la importancia de generar, de diseñar, de implementar políticas públicas diferenciadas. Necesitamos, por entidades federativas,  reconocer cuál es el estado en que se encuentra la educación superior eh en materia de evaluación y de mejora continua y, a partir de ahí, establecer la política pública, que no es la misma en las diferentes, a lo mejor, bloques o por entidades; esas políticas públicas de la subsecretaría de educación superior de la Dirección General de Educación Superior Universitaria e intercultural que también este desde estos resultados que son muy valiosos podemos ver políticas públicas diferenciadas por entidad federativa."
"Dra. Ofelia Angulo Guerrero, secretaria de Educación, Ciencia, Tecnología e Innovación de la Ciudad de México. ",Reitero mi felicitación por este gran avance que ya llevamos en esta evaluación institucional y estatal. Muchas gracias.
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Muchas gracias. Adelante Gloria, por favor."
"Gloria del Castillo Alemán, directora general de la FLACSO","Gracias, pues buenos días a todas y todos. Muchas gracias por permitirnos estar aquí."
"Gloria del Castillo Alemán, directora general de la FLACSO","Yo voy a hablar como en tres roles, como directora general de la FLACSO, como una tomadora de decisiones, pero también como quien participó en el ejercicio de autoevaluación de nuestra institución bajo una nueva política y también pues como investigadora. ¿Por qué como investigadora? Porque bueno, pues coincide que es mi gran objeto de estudio desde hace muchos años, y bueno, lo digo rápido, pero bueno, aquí gané un premio aquí en la ANUIES por mi tesis por el tema de evaluación hace muchos años también."
"Gloria del Castillo Alemán, directora general de la FLACSO","Pero bueno, entonces me voy a permitir hablar desde esas tres posiciones y en ese sentido yo quiero primero eh reiterar el mi reconocimiento y el reconocimiento que todas y todos creo tenemos hacia la subsecretaría de educación superior por este gran trabajo, de este gran compromiso que tuvieron de impulsar un cambio de política muy muy importante y en muy poco tiempo. "
"Gloria del Castillo Alemán, directora general de la FLACSO","En la exposición de María José y muchas felicidades María José por este trabajo porque cuando uno ve la línea del tiempo, la línea del tiempo es rapidísima. Hubo un cambio de ley en abril del 2021 y tuvimos una política de evaluación y acreditación de la educación superior en diciembre del 2022, y en 2023 la primera convocatoria de autoevaluación de las instituciones. "
"Gloria del Castillo Alemán, directora general de la FLACSO","Entonces ha sido un trabajo muy sistemático, muy comprometido, muy complejo. Y sobre todo me parece que muy consistente. Hablaba el subsecretario, mencionaba el subsecretario Luciano Concheiro, cuál era el digamos el centro, el core estratégico del del SEAES y creo que hay que estarlo trayendo a colación en cada momento por su complejidad y uno de ellos es justamente respetar, la diversidad de las instituciones de educación superior, de los subsistemas y la diversidad territorial y esto que tú dices Ofelia de por qué políticas diferenciadas en distintos niveles y en ese sentido yo sí quisiera rescatar que justo el espíritu de la política nacional de evaluación y acreditación de la educación superior nos lleva a eso."
"Gloria del Castillo Alemán, directora general de la FLACSO","El gran cambio radica en pasar de garantizar la calidad, el aseguramiento de la calidad, a garantizar la mejora continua, sistemática, sistémica al interior de nuestras instituciones de educación superior. Ese es el gran cambio. No va a ser de la noche a la mañana, incluso yo lo diría este que me tocó participar junto con mi comunidad, pues nos costó trabajo, nos costó trabajo cambiar la lógica con la que veníamos trabajando y haciendo nuestros ejercicios de autoevaluación a esta evaluación, pero una vez que lo que lo comprendemos, que lo tenemos, que nos sintonizamos dentro de cada una de las instituciones y yo estoy hablando de una institución pequeña, no me imagino el trabajar y el reto monumental que tienen las grandes instituciones de educación superior y las de los distintos subsistemas, pues va a ser un cambio, o vamos a empezar a tener resultados muy muy importantes."
"Gloria del Castillo Alemán, directora general de la FLACSO",Ya hay resultados y en ese sentido reitero que son muy consistentes con esta centralidad que tuvo el SEAES de respetar distintas diversidades y lo vemos hoy en los resultados que nos presenta María José.
"Gloria del Castillo Alemán, directora general de la FLACSO","Yo solamente para cerrar quisiera conocer un poco más sobre la agenda futura, para poder continuar con este trabajo y que no se pierda, porque ha habido un esfuerzo muy importante y creo que justo es una ruta de cambio en donde las instituciones de educación superior tenemos que vernos como grandes agentes de transformación social a partir de la educación superior y eso no es cualquier cosa."
"Gloria del Castillo Alemán, directora general de la FLACSO","Las instituciones juegan un rol, ese su de alguna manera el rol, pero ahora tienen un rol más complejo, diría yo. Entonces, felicidades y gracias por la paciencia que han tenido. Lo digo en mi caso en los laboratorios, que me parece que fue un ejercicio muy afortunado. Y perdón si me extendí."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","¿Alguien más quiere intervenir? Por acá. ¿Cómo no? ¿Dónde? Perdón. Aquí, adelante por favor."
Malú,"Gracias. ¿Cómo están? Buenos días, como siempre es un placer estar aquí y la verdad que a mí sí me emociona después de tantos años de luchar por los derechos humanos, la educación, la cultura. Que se esté logrando todo este avance en la educación superior."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Perdona, perdona. Con la confianza que nos tenemos, está iniciando la conferencia de prensa nuestra presidenta electa, si no es demasiado "
Malú,"No para nada, no no no, yo también quiero intervenir."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","No si hay alguien en contra y con eso tenemos, y no hay ningún problema si"
Malú,Con la condición de que me van a poner más atención eh porque
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",ah muy bien no por supuesto sí. Entonces y una disculpa eh pero me lo dijeron en momento que
Malú,no no para nada veámosla veámosla adelante 
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",adelante pues entonces gracias
"Dra. Claudia Sheinbaum, presidenta electa ","Vamos a avanzar a partir de lo logrado por el presidente Andrés Manuel López Obrador con nuestros principios y avanzando en la prosperidad compartida, en la soberanía alimentaria, en la soberanía de nuestro país, en el desarrollo económico con justicia y con bienestar, y también con la sustentabilidad. "
"Dra. Claudia Sheinbaum, presidenta electa ","Saben que hemos hablado de que nuestro objetivo no es solo el crecimiento económico, sino que es el desarrollo con justicia, con bienestar y también respetando el medio ambiente. Tendremos claro que hay un mandato del pueblo de México y que no vamos a traicionar ese mandato."
"Dra. Claudia Sheinbaum, presidenta electa ","Me siento muy orgullosa, contenta de que quienes están el día de hoy aquí hayan aceptado formar parte de nuestro equipo. Son hombres y mujeres de primera con experiencia y que además nos van a ayudar mucho a cumplir con los objetivos los próximos seis años."
"Dra. Claudia Sheinbaum, presidenta electa ",leyendo sus nombres y sus currículum.
"Dra. Claudia Sheinbaum, presidenta electa ","Marcelo Ebrard Casaubón, secretario de economía. Es licenciado en relaciones internacionales por el Colegio de México y cuenta con una especialidad en administración pública en la Escuela Nacional de Administración en París, Francia. Ustedes saben, fue secretario de relaciones exteriores del presidente Andrés Manuel López Obrador hasta junio del 2023. "
"Dra. Claudia Sheinbaum, presidenta electa ","Fue jefe de gobierno de la Ciudad de México del 2006 al 2012 y durante 2009 presidió el Consejo Mundial de Alcaldes para la acción climática. Se desempeñó también como secretario de Desarrollo Social con el presidente Andrés Manuel López Obrador como jefe de gobierno y secretario de Seguridad Pública. Tiene una amplia experiencia, estoy muy contenta de que Marcelo nos acompañe y además el día de ayer presentamos los ejes centrales de nuestro proyecto de desarrollo económico. Marcelo está convencido de ello y estoy segura de que es la mejor persona para que nos apoye y juntos podamos desarrollar este proyecto de prosperidad compartida."
"Dra. Claudia Sheinbaum, presidenta electa ","Rosaura Ruiz Gutiérrez. Ella va a formar parte o será la secretaria de una nueva secretaría. Vamos a elevar el nuevo CONAHCYT a rango de secretaría. La secretaría de ciencia, humanidades, tecnología e innovación. Es licenciada, maestra y doctora en biología por la Facultad de Ciencias de la UNAM. Desarrolló su estancia postdoctoral en la Universidad de California. Tiene doctorado Honoris Causa de la Universidad Autónoma de Guerrero por el Instituto Latinoamericano de Comunicación Educativa (2024)."
"Dra. Claudia Sheinbaum, presidenta electa ","De 2018 a 2023 se desempeñó como titular de la Secretaría de Educación, Ciencia, Tecnología e Innovación de la Ciudad de México. Saben que del 2018 al 2023 fue secretaria de educación, ciencia, tecnología e innovación del gobierno de la Ciudad de México. Fue secretaria ejecutiva del Espacio Común de Educación Superior de México (ECOS). Es integrante del Sistema Nacional de Investigadores y además fue la primera mujer presidenta de la Academia Mexicana de la Ciencia."
"Dra. Claudia Sheinbaum, presidenta electa ","También es un honor que Rosaura nos acompañe en esta secretaría y además tiene una tarea adicional. Ella declara formalmente inaugurada la 12ª sesión ordinaria del CONACES, Ciudad de México, 20 de junio de 2024. Acompañada del secretario de Relaciones Exteriores, licenciado Juan Ramón de la Fuente Ramírez."
Malú,"Adelante, pues tendremos también que seguir dándoles una evaluación puntual de cómo hemos avanzado en el tema de cultura de paz y derechos humanos. Sería todo, les agradezco su atención y bueno, me tocó un lugar privilegiado después de los anuncios de la presidenta. Gracias"
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","No, de qué, gracias a ti. ¿Alguna otra intervención?"
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Bien, nada más quisiera decirles que se retiraron dos compañeros, se retiró Ofelia y se retiró Gaudencio del TCNM porque hoy coincide el día donde se ponen letras doradas el tecnológico nacional de México también se va a retirar la diputada porque tiene que estar ahí también."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Entonces quería avisarles nada más porque por eso introdujo un montón de cosas Ofelia que ella es muy exacta y esto que iba más allá del punto, yo dije, y ahora qué le pasó, lo que pasa es que sí iba a retirar, entonces las quería dejar colocadas. Bueno, también se vale y entonces habló de toda la reunión porque ella se iba. Pero está bien, para nosotros aquí es aprender unos de otros."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Adelante María José, sí, muy puntual, perdona en las respuestas, así."
"Dra. María José Rhi Sausi Garavito, directora del Sistema de Acreditación y Evaluación de la Educación Superior","Sí, en realidad solo quisiera pues agradecer los comentarios de todas mis colegas y compañeras que han sido también pues pieza muy clave para para seguir avanzando en torno a la pregunta de Malú, también aprovecho me da la oportunidad de esa pregunta de María Luisa de informarles que estamos ya trabajando con 24 de las 32 IEVA instancias de evaluación externa y acreditación en el proceso de articulación que está pues descrito con mucha claridad con fases en las bases para la articulación de las lleva al SEAES. "
"Dra. María José Rhi Sausi Garavito, directora del Sistema de Acreditación y Evaluación de la Educación Superior",Entonces pues eh los mantendremos informados ya una de esas instancias está dentro del padrón. Acabamos de recibir hace muy pocos días y también eh pues lo lo notifico aquí en este espacio porque es producto de un trabajo muy intenso de un diálogo muy franco y productivo. Tenemos ya la solicitud de articulación por parte de FIMPES con lo que también pues esto hará posible creemos generar o aumentar la base de confianza que teníamos con algunas de las instituciones de educación de tipo particular que ahora se están animando con mucha más este tranquilidad y libertad a participar en la convocatoria 2024. 
"Dra. María José Rhi Sausi Garavito, directora del Sistema de Acreditación y Evaluación de la Educación Superior","Entonces pues ahí vamos, ese es el canal digamos de participación y va a ondar en lo de los laboratorios, pero yo creo que Malú tuvo que salir un segundito, entonces bueno ya después lo platicaré con ella, pero si solo me interesa puntualizar que los laboratorios de coevaluación apuntan a un ejercicio autogestivo, que refuerza este proceso obligatorio por ley y que no debe confundirse con todos los procesos que por supuesto las instancias externas de evaluación y acreditación seguirán teniendo un papel fundamental, pero justo en los laboratorios de coevaluación se trata de acompañar a las IES en el fortalecimiento de sus capacidades institucionales hacia la mejora continua. Y nada nada que cueste puede ser obligatorio dentro del SEAES. Eso es pues un principio irrenunciable."
"Dra. María José Rhi Sausi Garavito, directora del Sistema de Acreditación y Evaluación de la Educación Superior","Muchas gracias. Gracias, señor subsecretario."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Muchas gracias, María José. Aquí sobre todo en términos de alguno de los señalamientos que tienen que ver con los siguientes puntos de semiconductores de la escuela sana. Volveremos sobre de ellos en cada uno de los puntos para no acabar de desordenar la reunión."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Ahí volviendo a ello quisiera solo señalar porque sí tiene que ver, con toda esta dinámica del SEAES agradecer las fuertes e importantes discusiones que se han tenido. O sea, crecimos en la, y lo digo así porque somos académicos, en la diferencia. Y eso yo creo que es un punto, fundamental en términos de la concepción de una política de Estado; no puedes crecer si en la todos de acuerdo y no tener ninguna perspectiva crítica o de duda, etcétera. Entonces, el ""dudo, luego existo"", creo que está bien instalarlo entre nosotras y nosotros; creo que es fundamental darle, eh, toda esta perspectiva."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Me permito, entonces, si son tan amables de proyectar el acuerdo correspondiente."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",Acuerdo S.O.CONACES.12ª.6. El CONACES toma nota de la presentación de los avances en la instrumentación del SEAES.
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Sí, es en ejercicio directo, no hay acuerdo sobre tal o cual cosa, porque es un proceso abierto. Y entendámoslo así, no vamos a colar nunca un acuerdo envuelto en una idea general, sino muy por el contrario, se irán explicitando los puntos en que haya diferencia y esto, aquí es un seguimiento."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Entonces quienes estén por la negativa, volvemos a recuperar nuestra historia, acuérdense de cómo votamos. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Si no hay alguien que se abstenga, entonces aquí, ¿no? "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Entonces lo que podemos plantear es que, por favor anótese, como bien dice Luis, ¿verdad? Siempre que quede, se tome nota, ¿sí? que quede registro de esto. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Y pasamos al otro elemento que es el programa de ampliación de la oferta la educación superior o PAOES, así, ya que nos gustan las siglas, como le hemos designado de manera corta. Este tema será presentado por el coordinador de planeación, evaluación y estadística de la subsecretaría de Educación Superior, el doctor Héctor Robles. Por favor, Héctor, si eres tan amable."
"Héctor Robles, coordinador de planeación, evaluación y estadística de la subsecretaría de Educación Superior","Buenos días a todas y a todos. La presentación está dividida en dos elementos, si nos la pueden presentar, por favor."
"Héctor Robles, coordinador de planeación, evaluación y estadística de la subsecretaría de Educación Superior","Esos son los dos temas que vamos a tratar muy sintéticamente en la presentación: Fundamento legal (LGES y acuerdos CONACES) y principales ajustes al PAOES (estadística de comentarios recibidos y actualizaciones). La que sigue, por favor."
"Héctor Robles, coordinador de planeación, evaluación y estadística de la subsecretaría de Educación Superior","En principio, como lo mandata la Ley General de Educación Superior y los acuerdos del CONACES, era importante tomar en cuenta para enriquecer el documento lo que establece el artículo 65, 67 y el tercero transitorio respecto a los recursos financieros para la cobertura, para el financiamiento especialmente de las actividades sustantivas y en términos de la ampliación de la oferta educativa. Y es en respuesta al acuerdo de la décima reunión del 10.5, adoptado en esta décima sesión en donde se mandataba hacer este ejercicio de reflexión, de revisión de lo que se establece en el documento. La que sigue."
